state_code,county,state_county,us_ws_cat_limit_zone,us_eq_cat_limit_zone
TX,Martin County,TXMartin County,3,3
TX,Mason County,TXMason County,3,3
TX,Matagorda County,TXMatagorda County,1,3
TX,Maverick County,TXMaverick County,3,3
TX,Mcculloch County,TXMcculloch County,3,3
TX,Mclennan County,TXMclennan County,3,3
TX,Mcmullen County,TXMcmullen County,2,3
TX,Medina County,TXMedina County,3,3
TX,Menard County,TXMenard County,3,3
TX,Midland County,TXMidland County,3,3
TX,Milam County,TXMilam County,3,3
TX,Mills County,TXMills County,3,3
TX,Mitchell County,TXMitchell County,3,3
TX,Montague County,TXMontague County,3,3
TX,Montgomery County,TXMontgomery County,2,3
TX,Moore County,TXMoore County,3,3
TX,Morris County,TXMorris County,3,3
TX,Motley County,TXMotley County,3,3
TX,Nacogdoches County,TXNacogdoches County,3,3
TX,Navarro County,TXNavarro County,3,3
TX,Newton County,TXNewton County,2,3
TX,Nolan County,TXNolan County,3,3
TX,Nueces County,TXNueces County,1,3
TX,Ochiltree County,TXOchiltree County,3,3
TX,Oldham County,TXOldham County,3,3
TX,Orange County,TXOrange County,1,3
TX,Palo Pinto County,TXPalo Pinto County,3,3
TX,Panola County,TXPanola County,3,3
TX,Parker County,TXParker County,3,3
TX,Parmer County,TXParmer County,3,3
TX,Pecos County,TXPecos County,3,3
TX,Polk County,TXPolk County,2,3
TX,Potter County,TXPotter County,3,3
TX,Presidio County,TXPresidio County,3,3
TX,Rains County,TXRains County,3,3
TX,Randall County,TXRandall County,3,3
TX,Reagan County,TXReagan County,3,3
TX,Real County,TXReal County,3,3
TX,Red River County,TXRed River County,3,3
TX,Reeves County,TXReeves County,3,3
TX,Refugio County,TXRefugio County,1,3
TX,Roberts County,TXRoberts County,3,3
TX,Robertson County,TXRobertson County,3,3
TX,Rockwall County,TXRockwall County,3,3
TX,Runnels County,TXRunnels County,3,3
TX,Rusk County,TXRusk County,3,3
TX,Sabine County,TXSabine County,3,3
TX,San Augustine County,TXSan Augustine County,3,3
TX,San Jacinto County,TXSan Jacinto County,2,3
TX,San Patricio County,TXSan Patricio County,1,3
TX,San Saba County,TXSan Saba County,3,3
TX,Schleicher County,TXSchleicher County,3,3
TX,Scurry County,TXScurry County,3,3
TX,Shackelford County,TXShackelford County,3,3
TX,Shelby County,TXShelby County,3,3
TX,Sherman County,TXSherman County,3,3
TX,Smith County,TXSmith County,3,3
TX,Somervell County,TXSomervell County,3,3
TX,Starr County,TXStarr County,2,3
TX,Stephens County,TXStephens County,3,3
TX,Sterling County,TXSterling County,3,3
TX,Stonewall County,TXStonewall County,3,3
TX,Sutton County,TXSutton County,3,3
TX,Swisher County,TXSwisher County,3,3
TX,Tarrant County,TXTarrant County,3,3
TX,Taylor County,TXTaylor County,3,3
TX,Terrell County,TXTerrell County,3,3
TX,Terry County,TXTerry County,3,3
TX,Throckmorton County,TXThrockmorton County,3,3
TX,Titus County,TXTitus County,3,3
TX,Tom Green County,TXTom Green County,3,3
TX,Travis County,TXTravis County,3,3
TX,Trinity County,TXTrinity County,3,3
TX,Tyler County,TXTyler County,2,3
TX,Upshur County,TXUpshur County,3,3
TX,Upton County,TXUpton County,3,3
TX,Uvalde County,TXUvalde County,3,3
TX,Val Verde County,TXVal Verde County,3,3
TX,Van Zandt County,TXVan Zandt County,3,3
TX,Victoria County,TXVictoria County,2,3
TX,Walker County,TXWalker County,2,3
TX,Waller County,TXWaller County,2,3
TX,Ward County,TXWard County,3,3
TX,Washington County,TXWashington County,3,3
TX,Webb County,TXWebb County,3,3
TX,Wharton County,TXWharton County,2,3
TX,Wheeler County,TXWheeler County,3,3
TX,Wichita County,TXWichita County,3,3
TX,Wilbarger County,TXWilbarger County,3,3
TX,Willacy County,TXWillacy County,1,3
TX,Williamson County,TXWilliamson County,3,3
TX,Wilson County,TXWilson County,3,3
TX,Winkler County,TXWinkler County,3,3
TX,Wise County,TXWise County,3,3
TX,Wood County,TXWood County,3,3
TX,Yoakum County,TXYoakum County,3,3
TX,Young County,TXYoung County,3,3
TX,Zapata County,TXZapata County,3,3
TX,Zavala County,TXZavala County,3,3
UT,Beaver County,UTBeaver County,3,3
UT,Box Elder County,UTBox Elder County,3,3
UT,Cache County,UTCache County,3,3
UT,Carbon County,UTCarbon County,3,3
UT,Daggett County,UTDaggett County,3,3
UT,Davis County,UTDavis County,3,3
UT,Duchesne County,UTDuchesne County,3,3
UT,Emery County,UTEmery County,3,3
UT,Garfield County,UTGarfield County,3,3
UT,Grand County,UTGrand County,3,3
UT,Iron County,UTIron County,3,3
UT,Juab County,UTJuab County,3,3
UT,Kane County,UTKane County,3,3
UT,Millard County,UTMillard County,3,3
UT,Morgan County,UTMorgan County,3,3
UT,Piute County,UTPiute County,3,3
UT,Rich County,UTRich County,3,3
UT,Salt Lake County,UTSalt Lake County,3,3
UT,San Juan County,UTSan Juan County,3,3
UT,Sanpete County,UTSanpete County,3,3
UT,Sevier County,UTSevier County,3,3
UT,Summit County,UTSummit County,3,3
UT,Tooele County,UTTooele County,3,3
UT,Uintah County,UTUintah County,3,3
UT,Utah County,UTUtah County,3,3
UT,Wasatch County,UTWasatch County,3,3
UT,Washington County,UTWashington County,3,3
UT,Wayne County,UTWayne County,3,3
UT,Weber County,UTWeber County,3,3
VA,Accomack County,VAAccomack County,1,3
VA,Albemarle County,VAAlbemarle County,3,3
VA,Alexandria City,VAAlexandria City,2,3
VA,Alleghany County,VAAlleghany County,3,3
VA,Amelia County,VAAmelia County,3,3
VA,Amherst County,VAAmherst County,3,3
VA,Appomattox County,VAAppomattox County,3,3
VA,Arlington County,VAArlington County,2,3
VA,Augusta County,VAAugusta County,3,3
VA,Bath County,VABath County,3,3
VA,Bedford County,VABedford County,3,3
VA,Bland County,VABland County,3,3
VA,Botetourt County,VABotetourt County,3,3
VA,Bristol City,VABristol City,3,3
VA,Brunswick County,VABrunswick County,3,3
VA,Buchanan County,VABuchanan County,3,3
VA,Buckingham County,VABuckingham County,3,3
VA,Buena Vista City,VABuena Vista City,3,3
VA,Campbell County,VACampbell County,3,3
VA,Caroline County,VACaroline County,2,3
VA,Carroll County,VACarroll County,3,3
VA,Charles City County,VACharles City County,2,3
VA,Charlotte County,VACharlotte County,3,3
VA,Charlottesville City,VACharlottesville City,3,3
VA,Chesapeake City,VAChesapeake City,1,3
VA,Chesterfield County,VAChesterfield County,3,3
VA,Clarke County,VAClarke County,3,3
VA,Colonial Heights City,VAColonial Heights City,3,3
VA,Covington City,VACovington City,3,3
VA,Craig County,VACraig County,3,3
VA,Culpeper County,VACulpeper County,2,3
VA,Cumberland County,VACumberland County,3,3
VA,Danville City,VADanville City,3,3
VA,Dickenson County,VADickenson County,3,3
VA,Dinwiddie County,VADinwiddie County,3,3
VA,Essex County,VAEssex County,1,3
VA,Fairfax City,VAFairfax City,3,3
VA,Fairfax County,VAFairfax County,2,3
VA,Falls Church City,VAFalls Church City,3,3
VA,Fauquier County,VAFauquier County,2,3
VA,Floyd County,VAFloyd County,3,3
VA,Fluvanna County,VAFluvanna County,3,3
VA,Franklin City,VAFranklin City,2,3
VA,Franklin County,VAFranklin County,3,3
VA,Frederick County,VAFrederick County,3,3
VA,Fredericksburg City,VAFredericksburg City,1,3
VA,Galax City,VAGalax City,3,3
VA,Giles County,VAGiles County,3,3
VA,Gloucester County,VAGloucester County,1,3
VA,Goochland County,VAGoochland County,3,3
VA,Grayson County,VAGrayson County,3,3
VA,Greene County,VAGreene County,3,3
VA,Greensville County,VAGreensville County,3,3
VA,Halifax County,VAHalifax County,3,3
VA,Hampton City,VAHampton City,1,3
VA,Hanover County,VAHanover County,2,3
VA,Harrisonburg City,VAHarrisonburg City,3,3
VA,Henrico County,VAHenrico County,2,3
VA,Henry County,VAHenry County,3,3
VA,Highland County,VAHighland County,3,3
VA,Hopewell City,VAHopewell City,3,3
VA,Isle Of Wight County,VAIsle Of Wight County,2,3
VA,James City County,VAJames City County,1,3
VA,King And Queen County,VAKing And Queen County,2,3
VA,King George County,VAKing George County,2,3
VA,King William County,VAKing William County,2,3
VA,Lancaster County,VALancaster County,1,3
VA,Lee County,VALee County,3,3
VA,Loudoun County,VALoudoun County,3,3
VA,Louisa County,VALouisa County,3,3
VA,Lunenburg County,VALunenburg County,3,3
VA,Lynchburg City,VALynchburg City,3,3
VA,Madison County,VAMadison County,3,3
VA,Manassas City,VAManassas City,2,3
VA,Manassas Park City,VAManassas Park City,2,3
VA,Martinsville City,VAMartinsville City,3,3
VA,Mathews County,VAMathews County,1,3
VA,Mecklenburg County,VAMecklenburg County,3,3
VA,Middlesex County,VAMiddlesex County,1,3
VA,Montgomery County,VAMontgomery County,3,3
VA,Nelson County,VANelson County,3,3
VA,New Kent County,VANew Kent County,2,3
VA,Newport News City,VANewport News City,1,3
VA,Norfolk City,VANorfolk City,1,3
VA,Northampton County,VANorthampton County,1,3
VA,Northumberland County,VANorthumberland County,1,3
VA,Norton City,VANorton City,3,3
VA,Nottoway County,VANottoway County,3,3
VA,Orange County,VAOrange County,3,3
VA,Page County,VAPage County,3,3
VA,Patrick County,VAPatrick County,3,3
VA,Petersburg City,VAPetersburg City,3,3
VA,Pittsylvania County,VAPittsylvania County,3,3
VA,Poquoson City,VAPoquoson City,1,3
VA,Portsmouth City,VAPortsmouth City,1,3
VA,Powhatan County,VAPowhatan County,3,3
VA,Prince Edward County,VAPrince Edward County,3,3
VA,Prince George County,VAPrince George County,2,3
VA,Prince William County,VAPrince William County,2,3
VA,Pulaski County,VAPulaski County,3,3
VA,Radford City,VARadford City,3,3
VA,Rappahannock County,VARappahannock County,3,3
VA,Richmond City,VARichmond City,3,3
VA,Richmond County,VARichmond County,1,3
VA,Roanoke City,VARoanoke City,3,3
VA,Roanoke County,VARoanoke County,3,3
VA,Rockbridge County,VARockbridge County,3,3
VA,Rockingham County,VARockingham County,3,3
VA,Russell County,VARussell County,3,3
VA,Salem City,VASalem City,3,3
VA,Scott County,VAScott County,3,3
VA,Shenandoah County,VAShenandoah County,3,3
VA,Smyth County,VASmyth County,3,3
VA,Southampton County,VASouthampton County,2,3
VA,Spotsylvania County,VASpotsylvania County,2,3
VA,Stafford County,VAStafford County,2,3
VA,Staunton City,VAStaunton City,3,3
VA,Suffolk City,VASuffolk City,2,3
VA,Surry County,VASurry County,2,3
VA,Sussex County,VASussex County,2,3
VA,Tazewell County,VATazewell County,3,3
VA,Virginia Beach City,VAVirginia Beach City,1,3
VA,Warren County,VAWarren County,3,3
VA,Washington County,VAWashington County,3,3
VA,Waynesboro City,VAWaynesboro City,3,3
VA,Westmoreland County,VAWestmoreland County,1,3
VA,Williamsburg City,VAWilliamsburg City,1,3
VA,Winchester City,VAWinchester City,3,3
VA,Wise County,VAWise County,3,3
VA,Wythe County,VAWythe County,3,3
VA,York County,VAYork County,1,3
VT,Addison County,VTAddison County,3,3
VT,Bennington County,VTBennington County,3,3
VT,Caledonia County,VTCaledonia County,3,3
VT,Chittenden County,VTChittenden County,3,3
VT,Essex County,VTEssex County,3,3
VT,Franklin County,VTFranklin County,3,3
VT,Grand Isle County,VTGrand Isle County,3,3
VT,Lamoille County,VTLamoille County,3,3
VT,Orange County,VTOrange County,3,3
VT,Orleans County,VTOrleans County,3,3
VT,Rutland County,VTRutland County,3,3
VT,Washington County,VTWashington County,3,3
VT,Windham County,VTWindham County,3,3
VT,Windsor County,VTWindsor County,3,3
WA,Adams County,WAAdams County,3,3
WA,Asotin County,WAAsotin County,3,3
WA,Benton County,WABenton County,3,3
WA,Chelan County,WAChelan County,3,3
WA,Clallam County,WAClallam County,3,1
WA,Clark County,WAClark County,3,1
WA,Columbia County,WAColumbia County,3,3
WA,Cowlitz County,WACowlitz County,3,1
WA,Douglas County,WADouglas County,3,3
WA,Ferry County,WAFerry County,3,3
WA,Franklin County,WAFranklin County,3,3
WA,Garfield County,WAGarfield County,3,3
WA,Grant County,WAGrant County,3,3
WA,Grays Harbor County,WAGrays Harbor County,3,1
WA,Island County,WAIsland County,3,1
WA,Jefferson County,WAJefferson County,3,1
WA,King County,WAKing County,3,1
WA,Kitsap County,WAKitsap County,3,1
WA,Kittitas County,WAKittitas County,3,3
WA,Klickitat County,WAKlickitat County,3,3
WA,Lewis County,WALewis County,3,1
WA,Lincoln County,WALincoln County,3,3
WA,Mason County,WAMason County,3,1
WA,Okanogan County,WAOkanogan County,3,3
WA,Pacific County,WAPacific County,3,1
WA,Pend Oreille County,WAPend Oreille County,3,3
WA,Pierce County,WAPierce County,3,1
WA,San Juan County,WASan Juan County,3,1
WA,Skagit County,WASkagit County,3,1
WA,Skamania County,WASkamania County,3,1
WA,Snohomish County,WASnohomish County,3,1
WA,Spokane County,WASpokane County,3,3
WA,Stevens County,WAStevens County,3,3
WA,Thurston County,WAThurston County,3,1
WA,Wahkiakum County,WAWahkiakum County,3,1
WA,Walla Walla County,WAWalla Walla County,3,3
WA,Whatcom County,WAWhatcom County,3,1
WA,Whitman County,WAWhitman County,3,3
WA,Yakima County,WAYakima County,3,3
WI,Adams County,WIAdams County,3,3
WI,Ashland County,WIAshland County,3,3
WI,Barron County,WIBarron County,3,3
WI,Bayfield County,WIBayfield County,3,3
WI,Brown County,WIBrown County,3,3
WI,Buffalo County,WIBuffalo County,3,3
WI,Burnett County,WIBurnett County,3,3
WI,Calumet County,WICalumet County,3,3
WI,Chippewa County,WIChippewa County,3,3
WI,Clark County,WIClark County,3,3
WI,Columbia County,WIColumbia County,3,3
WI,Crawford County,WICrawford County,3,3
WI,Dane County,WIDane County,3,3
WI,Dodge County,WIDodge County,3,3
WI,Door County,WIDoor County,3,3
WI,Douglas County,WIDouglas County,3,3
WI,Dunn County,WIDunn County,3,3
WI,Eau Claire County,WIEau Claire County,3,3
WI,Florence County,WIFlorence County,3,3
WI,Fond Du Lac County,WIFond Du Lac County,3,3
WI,Forest County,WIForest County,3,3
WI,Grant County,WIGrant County,3,3
WI,Green County,WIGreen County,3,3
WI,Green Lake County,WIGreen Lake County,3,3
WI,Iowa County,WIIowa County,3,3
WI,Iron County,WIIron County,3,3
WI,Jackson County,WIJackson County,3,3
WI,Jefferson County,WIJefferson County,3,3
WI,Juneau County,WIJuneau County,3,3
WI,Kenosha County,WIKenosha County,3,3
WI,Kewaunee County,WIKewaunee County,3,3
WI,La Crosse County,WILa Crosse County,3,3
WI,Lafayette County,WILafayette County,3,3
WI,Langlade County,WILanglade County,3,3
WI,Lincoln County,WILincoln County,3,3
WI,Manitowoc County,WIManitowoc County,3,3
WI,Marathon County,WIMarathon County,3,3
WI,Marinette County,WIMarinette County,3,3
WI,Marquette County,WIMarquette County,3,3
WI,Menominee County,WIMenominee County,3,3
WI,Milwaukee County,WIMilwaukee County,3,3
WI,Monroe County,WIMonroe County,3,3
WI,Oconto County,WIOconto County,3,3
WI,Oneida County,WIOneida County,3,3
WI,Outagamie County,WIOutagamie County,3,3
WI,Ozaukee County,WIOzaukee County,3,3
WI,Pepin County,WIPepin County,3,3
WI,Pierce County,WIPierce County,3,3
WI,Polk County,WIPolk County,3,3
WI,Portage County,WIPortage County,3,3
WI,Price County,WIPrice County,3,3
WI,Racine County,WIRacine County,3,3
WI,Richland County,WIRichland County,3,3
WI,Rock County,WIRock County,3,3
WI,Rusk County,WIRusk County,3,3
WI,Sauk County,WISauk County,3,3
WI,Sawyer County,WISawyer County,3,3
WI,Shawano County,WIShawano County,3,3
WI,Sheboygan County,WISheboygan County,3,3
WI,St. Croix County,WISt. Croix County,3,3
WI,Taylor County,WITaylor County,3,3
WI,Trempealeau County,WITrempealeau County,3,3
WI,Vernon County,WIVernon County,3,3
WI,Vilas County,WIVilas County,3,3
WI,Walworth County,WIWalworth County,3,3
WI,Washburn County,WIWashburn County,3,3
WI,Washington County,WIWashington County,3,3
WI,Waukesha County,WIWaukesha County,3,3
WI,Waupaca County,WIWaupaca County,3,3
WI,Waushara County,WIWaushara County,3,3
WI,Winnebago County,WIWinnebago County,3,3
WI,Wood County,WIWood County,3,3
WV,Barbour County,WVBarbour County,3,3
WV,Berkeley County,WVBerkeley County,3,3
WV,Boone County,WVBoone County,3,3
WV,Braxton County,WVBraxton County,3,3
WV,Brooke County,WVBrooke County,3,3
WV,Cabell County,WVCabell County,3,3
WV,Calhoun County,WVCalhoun County,3,3
WV,Clay County,WVClay County,3,3
WV,Doddridge County,WVDoddridge County,3,3
WV,Fayette County,WVFayette County,3,3
WV,Gilmer County,WVGilmer County,3,3
WV,Grant County,WVGrant County,3,3
WV,Greenbrier County,WVGreenbrier County,3,3
WV,Hampshire County,WVHampshire County,3,3
WV,Hancock County,WVHancock County,3,3
WV,Hardy County,WVHardy County,3,3
WV,Harrison County,WVHarrison County,3,3
WV,Jackson County,WVJackson County,3,3
WV,Jefferson County,WVJefferson County,3,3
WV,Kanawha County,WVKanawha County,3,3
WV,Lewis County,WVLewis County,3,3
WV,Lincoln County,WVLincoln County,3,3
WV,Logan County,WVLogan County,3,3
WV,Marion County,WVMarion County,3,3
WV,Marshall County,WVMarshall County,3,3
WV,Mason County,WVMason County,3,3
WV,Mcdowell County,WVMcdowell County,3,3
WV,Mercer County,WVMercer County,3,3
WV,Mineral County,WVMineral County,3,3
WV,Mingo County,WVMingo County,3,3
WV,Monongalia County,WVMonongalia County,3,3
WV,Monroe County,WVMonroe County,3,3
WV,Morgan County,WVMorgan County,3,3
WV,Nicholas County,WVNicholas County,3,3
WV,Ohio County,WVOhio County,3,3
WV,Pendleton County,WVPendleton County,3,3
WV,Pleasants County,WVPleasants County,3,3
WV,Pocahontas County,WVPocahontas County,3,3
WV,Preston County,WVPreston County,3,3
WV,Putnam County,WVPutnam County,3,3
WV,Raleigh County,WVRaleigh County,3,3
WV,Randolph County,WVRandolph County,3,3
WV,Ritchie County,WVRitchie County,3,3
WV,Roane County,WVRoane County,3,3
WV,Summers County,WVSummers County,3,3
WV,Taylor County,WVTaylor County,3,3
WV,Tucker County,WVTucker County,3,3
WV,Tyler County,WVTyler County,3,3
WV,Upshur County,WVUpshur County,3,3
WV,Wayne County,WVWayne County,3,3
WV,Webster County,WVWebster County,3,3
WV,Wetzel County,WVWetzel County,3,3
WV,Wirt County,WVWirt County,3,3
WV,Wood County,WVWood County,3,3
WV,Wyoming County,WVWyoming County,3,3
WY,Albany County,WYAlbany County,3,3
WY,Big Horn County,WYBig Horn County,3,3
WY,Campbell County,WYCampbell County,3,3
WY,Carbon County,WYCarbon County,3,3
WY,Converse County,WYConverse County,3,3
WY,Crook County,WYCrook County,3,3
WY,Fremont County,WYFremont County,3,3
WY,Goshen County,WYGoshen County,3,3
WY,Hot Springs County,WYHot Springs County,3,3
WY,Johnson County,WYJohnson County,3,3
WY,Laramie County,WYLaramie County,3,3
WY,Lincoln County,WYLincoln County,3,3
WY,Natrona County,WYNatrona County,3,3
WY,Niobrara County,WYNiobrara County,3,3
WY,Park County,WYPark County,3,3
WY,Platte County,WYPlatte County,3,3
WY,Sheridan County,WYSheridan County,3,3
WY,Sublette County,WYSublette County,3,3
WY,Sweetwater County,WYSweetwater County,3,3
WY,Teton County,WYTeton County,3,3
WY,Uinta County,WYUinta County,3,3
WY,Washakie County,WYWashakie County,3,3
WY,Weston County,WYWeston County,3,3
